Company,Inches,RAM,Memory,OpSys,Weights,Price,X_res,Y_res,Gaming,Touchscreen,ppi,Cpu Brand,Gpu brand
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
Lenovo,16,8,256,Chrome OS,4.11,569.99,2560,1600,1,0,188.6796226,Intel Core i7,Intel 
HP,15.6,32,1024,Windows,4.1,963.9260148,1920,1080,0,1,141.2119981,AMD Processor,AMD
HP,13.3,16,256,Windows,3.94,1894.99,1920,1200,0,0,170.2372535,Intel Core i5,Intel 
Acer,14,8,256,Windows,3.53,963.9260148,1920,1080,0,0,157.3505121,AMD Processor,AMD
ASUS,13.3,16,512,Windows,2.45,1346,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
Alienware,15.6,32,1024,Windows,3.93,1799,1920,1080,1,0,141.2119981,Intel Core i7,Intel 
HP,14,4,64,Chrome OS,4.49,214,1366,768,0,1,111.9352036,Celeron Processor,Intel 
Best Notebooks,15.6,64,1024,Windows,4.5,2099,1920,1200,0,0,145.1381713,Intel Core i9,NVIDIA
HP,15.6,12,512,Windows,3.74,963.9260148,1920,1080,0,1,141.2119981,Intel Core i7,Intel 
HP,14,8,256,Chrome OS,4.69,963.9260148,1920,1080,0,1,157.3505121,Intel Core i7,Intel 
Acer,17.3,16,512,Windows,6.39,2299,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
HP,11,4,512,Chrome OS,2.36,152.1,1366,768,0,0,142.4629863,Intel Core i7,Intel 
Lenovo,14,8,256,Windows,3.6,1013.99,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
Acer,16,32,1024,Windows,5.29,2999.99,2560,1600,1,0,188.6796226,Intel Core i9,Intel 
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
Dell,14,16,512,Windows,5.3,1738.49,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
Dell,15.6,8,1024,Windows,5.4,258.99,1366,1080,0,0,111.626034,Intel Core i5,Intel 
Dell,15.6,16,512,Windows,8.39,1870.99,1920,1200,0,0,145.1381713,Intel Core i7,NVIDIA
Lenovo,16,16,1024,Windows,3.74,899.99,1920,1200,0,0,141.509717,Intel Core i5,Intel 
MSI,13.4,16,512,Windows,2.98,1024.83,1920,1200,1,0,168.9668262,Intel Core i5,Intel 
Acer,14,4,64,Chrome OS,3.7,196.75,1366,768,0,0,111.9352036,Celeron Processor,Intel 
MSI,17.3,32,1024,Windows,6,963.9260148,1920,1080,1,0,127.3356746,Intel Core i7,NVIDIA
Lenovo,14,16,1024,Windows,2.91,1169,2256,1504,0,1,193.6696114,Intel Core i7,Intel 
Lenovo,15.6,8,256,Windows,5.95,664.33,1920,1080,0,0,141.2119981,AMD Processor,AMD
HP,15.6,12,512,Windows,6.74,969.9,1920,1080,1,0,141.2119981,AMD Processor,NVIDIA
HP,14,4,192,Chrome OS,3.5,195.99,1366,768,0,0,111.9352036,Intel Core i3,Intel 
Dell,14,8,256,Windows,2.93,427,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
Mavark,18,64,20480,Windows,4.37,8599,2560,1600,1,0,167.7152201,Intel Core i7,NVIDIA
ASUS,13.3,8,512,Windows,2.8,799.99,1920,1080,0,0,165.6321181,Intel Core i5,Intel 
MSI,15.6,32,512,Windows,4.14,2999,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
Lenovo,15.6,8,512,Windows,6.98,718.88,1920,1080,1,0,141.2119981,AMD Processor,AMD
Corsair,16,16,16,Windows,5.28,1499.99,2560,1600,1,0,188.6796226,AMD Processor,AMD
ASUS,15.6,8,512,Windows,5.19,289.95,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
ASUS,14,16,1024,Windows,2.87,899.99,1920,1080,0,0,157.3505121,AMD Processor,AMD
Lenovo,15.6,24,256,Windows,3.78,963.9260148,1920,1080,0,0,141.2119981,AMD Processor,AMD
Dell,15.6,32,1024,Windows,5.37,963.9260148,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
Acer,16,32,1024,Windows,5.29,2999.99,2560,1600,1,0,188.6796226,Intel Core i9,Intel 
SAMSUNG,14,16,512,Windows,3.31,1349.72,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
HP,14,4,64,Windows,4.51,198.99,1366,768,0,0,111.9352036,Intel Core i7,Intel 
ASUS,16,16,512,Windows,7.43,1499.99,1920,1200,0,0,141.509717,Intel Core i9,NVIDIA
HP,17.3,16,512,Windows,8,963.9260148,1600,900,0,0,106.1130621,Athlon Processor,AMD
SAMSUNG,15.6,4,32,Chrome OS,3.8,269.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
Razer,17.3,16,1024,Windows,6.06,2275.94,2560,1440,1,0,169.7808994,Intel Core i7,NVIDIA
ASUS,17.3,12,1024,Windows,5.07,468.51,1600,900,0,0,106.1130621,Intel Core i5,Intel 
Dell,14,8,512,Windows,3.15,999,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
MSI,17.3,32,1024,Windows,6,2049.99,1920,1080,1,0,127.3356746,Intel Core i9,NVIDIA
HP,14,4,64,Windows,3.17,185,1366,768,0,0,111.9352036,Celeron Processor,Intel 
HP,14,16,512,Windows,3.3,375.99,1920,1080,0,0,157.3505121,AMD Processor,AMD
ASUS,13.3,32,1024,Windows,2.65,1253.85,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
MSI,17.3,32,1024,Windows,6,2049.99,1920,1080,1,0,127.3356746,Intel Core i9,NVIDIA
HP,14,4,64,Windows,3.17,185,1366,768,0,0,111.9352036,Celeron Processor,Intel 
HP,14,16,512,Windows,3.3,375.99,1920,1080,0,0,157.3505121,AMD Processor,AMD
ASUS,13.3,32,1024,Windows,2.65,1253.85,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
LG,17,16,2048,Windows,2.98,1799.26,2560,1600,0,0,177.5808213,Intel Core i7,Intel 
Acer,14,16,1024,Windows,2.76,899.99,2560,1440,0,0,209.8006829,Intel Core i7,Intel 
HP,17.3,64,4096,Windows,9,2099,1920,1080,0,1,127.3356746,Intel Core i7,Intel 
Dell,15.6,16,1024,Windows,3.93,679,1920,1080,0,1,141.2119981,Intel Core i5,Intel 
Gateway,15.6,8,256,Windows,5,311.99,1920,1080,0,0,141.2119981,Intel Core i3,Intel 
Lenovo,17.3,64,2048,Windows,10,963.9260148,1920,1080,1,0,127.3356746,AMD Processor,NVIDIA
HP,15.6,32,2048,Windows,3.86,963.9260148,1920,1080,0,1,141.2119981,Intel Core i7,Intel 
Dell,17,16,1024,Windows,4.65,1847.99,1920,1200,0,0,133.185616,Intel Core i7,NVIDIA
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
Acer,14,16,1024,Windows,3.09,999.99,2880,1800,0,0,242.5880863,Intel Core i7,Intel 
MSI,15.6,64,2048,Windows,10,1289.99,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
Microsoft,12.3,16,256,Windows,1.9,723.95,2736,1824,0,0,267.338436,Intel Core i7,Intel 
GIGABYTE,15.6,16,512,Windows,3,838.95,1920,1080,1,0,141.2119981,Other Intel Processor,NVIDIA
Lenovo,17.3,8,1000,Windows,4.6,479.99,1920,1080,0,0,127.3356746,Intel Core i5,Intel 
Acer,14,8,1024,Windows,8,499.99,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
HP,15.6,16,512,Windows,3.75,464.92,1366,768,0,0,100.4546699,Intel Core i3,Intel 
HP,15.6,64,2000,Windows,4.76,1099.99,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
ASUS,16,32,1024,Windows,4.41,1499.99,3840,2400,0,0,283.019434,AMD Processor,NVIDIA
Acer,16,16,1024,Windows,5.73,1849.99,2560,1600,1,0,188.6796226,Intel Core i7,NVIDIA
ASUS,16,16,1024,Windows,10,1969,1920,1200,1,0,141.509717,Intel Core i7,NVIDIA
MSI,15.6,8,512,Windows,4.63,845.74,1920,1080,1,0,141.2119981,Intel Core i5,Intel 
Acer,14,8,512,Windows,2.65,484.88,1920,1080,0,0,157.3505121,AMD Processor,AMD
Acer,16,32,1024,Windows,5.29,2999.99,2560,1600,1,0,188.6796226,Intel Core i9,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
GIGABYTE,17.3,16,1024,Windows,5.95,2299,1920,1080,0,0,127.3356746,Intel Core i7,NVIDIA
ASUS,14,4,64,Windows,3.31,259,1366,768,0,0,111.9352036,Celeron Processor,Intel 
HP,15.6,16,1024,Windows,3.92,470,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
ASUS,15.6,16,512,Windows,5.5,1354,2560,1440,1,0,188.2826641,AMD Processor,AMD
Acer,16.1,16,512,Windows,3.75,999.99,1920,1080,0,0,136.8265323,Intel Core i7,Intel 
ASUS,15.6,8,512,Windows,3.97,729.99,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Lenovo,15.6,8,256,Windows,3.7,695,1920,1080,0,0,141.2119981,AMD Processor,Intel 
HP,14,4,512,Windows,3.3,195,1366,768,0,0,111.9352036,Athlon Processor,AMD
Lenovo,15.6,4,256,Windows,4.07,335,1920,1080,0,0,141.2119981,Intel Core i3,Intel 
SAMSUNG,11.6,4,32,Chrome OS,2.6,63.54,1366,768,0,0,135.0942112,Celeron Processor,Intel 
HP,11.6,4,128,Windows,2.64,395,1920,1080,0,1,189.9057905,Pentium Processor,Intel 
ASUS,15.6,8,512,Windows,3.75,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,AMD
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
Acer,14,16,1024,Windows,3.09,999.99,2880,1800,0,0,242.5880863,Intel Core i7,Intel 
LG,16,32,2048,Windows,2.86,2199.99,2560,1600,0,0,188.6796226,Intel Core i7,NVIDIA
Acer,15.6,8,256,Windows,3.97,469.99,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Acer,15.6,16,512,Windows,4.6,1495,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
ASUS,11.6,4,32,Chrome OS,2.6,56.57,1366,768,0,0,135.0942112,Celeron Processor,Intel 
HP,15.6,32,1000,Windows,3.75,599.99,1366,768,0,0,100.4546699,Intel Core i3,Intel 
ASUS,15.6,4,64,Windows,3.59,239,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
SAMSUNG,12.2,4,64,Chrome OS,2.98,504.71,1900,1200,0,0,184.1984021,Celeron Processor,Intel 
IVIEW,11.6,4,64,Windows,2.5,963.9260148,1921,1080,0,0,189.980931,Intel Core i7,Intel 
SAMSUNG,15.6,16,512,Windows,4.08,1099,1920,1080,0,0,141.2119981,Intel Core i7,NVIDIA
HP,15.6,8,512,Windows,3.86,387,1920,1080,0,0,141.2119981,AMD Processor,AMD
Lenovo,14,16,512,Windows,2.6,719.99,1920,1080,0,1,157.3505121,Intel Core i5,Intel 
HP,17.3,32,1024,Windows,5.25,699.99,1600,900,0,0,106.1130621,Intel Core i7,Intel 
Acer,16,32,1024,Windows,5.29,2999.99,2560,1600,1,0,188.6796226,Intel Core i9,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
ASUS,14,4,64,Windows,3.31,259,1366,768,0,0,111.9352036,Celeron Processor,Intel 
HP,15.6,16,1024,Windows,3.92,470,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
ASUS,15.6,16,512,Windows,5.5,1354,2560,1440,1,0,188.2826641,AMD Processor,AMD
Acer,16.1,16,512,Windows,3.75,999.99,1920,1080,0,0,136.8265323,Intel Core i7,Intel 
ASUS,15.6,8,512,Windows,3.97,729.99,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
HP,14,4,32,Chrome OS,3.3,239,1366,768,0,0,111.9352036,Celeron Processor,Intel 
Lenovo,15.6,8,256,Windows,3.7,695,1920,1080,0,0,141.2119981,AMD Processor,Intel 
HP,14,4,512,Windows,3.3,195,1366,768,0,0,111.9352036,Athlon Processor,AMD
ASUS,14,8,128,Windows,2.8,694.25,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
Lenovo,15.6,4,256,Windows,4.07,335,1920,1080,0,0,141.2119981,Intel Core i3,Intel 
SAMSUNG,11.6,4,32,Chrome OS,2.6,63.54,1366,768,0,0,135.0942112,Celeron Processor,Intel 
HP,11.6,4,128,Windows,2.64,395,1920,1080,0,1,189.9057905,Pentium Processor,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
ASUS,15.6,8,512,Windows,3.75,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,AMD
LG,16,32,2048,Windows,2.86,2199.99,2560,1600,0,0,188.6796226,Intel Core i7,NVIDIA
ASUS,14,8,256,Windows,1.1,534.99,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
Acer,15.6,8,256,Windows,3.97,469.99,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Acer,15.6,16,512,Windows,4.6,1495,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
ASUS,11.6,4,32,Chrome OS,2.6,56.57,1366,768,0,0,135.0942112,Celeron Processor,Intel 
HP,15.6,32,1000,Windows,3.75,599.99,1366,768,0,0,100.4546699,Intel Core i3,Intel 
ASUS,15.6,4,64,Windows,3.59,239,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
SAMSUNG,12.2,4,64,Chrome OS,2.98,504.71,1900,1200,0,0,184.1984021,Celeron Processor,Intel 
IVIEW,11.6,4,64,Windows,2.5,963.9260148,1921,1080,0,0,189.980931,Intel Core i7,Intel 
SAMSUNG,15.6,16,512,Windows,4.08,1099,1920,1080,0,0,141.2119981,Intel Core i7,NVIDIA
HP,15.6,8,512,Windows,3.86,387,1920,1080,0,0,141.2119981,AMD Processor,AMD
Acer,16,32,1024,Windows,5.29,2999.99,2560,1600,1,0,188.6796226,Intel Core i9,Intel 
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
ASUS,15.6,16,512,Windows,7,649,1920,1080,0,0,141.2119981,AMD Processor,AMD
HP,17.3,8,256,Windows,6.14,329.99,1600,900,0,0,106.1130621,AMD Processor,AMD
ASUS,16,16,1024,Windows,10.17,1999.99,1920,1200,1,0,141.509717,Intel Core i9,NVIDIA
BiTECOOL,15.6,8,256,Windows,3.4,963.9260148,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
HP,15.6,16,1024,Windows,5.39,549,1366,768,0,0,100.4546699,Pentium Processor,Intel 
HP,17.3,16,1024,Windows,5.25,963.9260148,1600,900,0,0,106.1130621,Intel Core i3,Intel 
HP,15.6,16,1024,Windows,5.14,499,1366,768,0,0,100.4546699,Pentium Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
Dell,14,8,320,Windows,4.44,108.8,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Lenovo,15.6,8,256,Windows,7.9,963.9260148,1920,1080,0,0,141.2119981,Intel Core i3,Intel 
Dell,15.6,64,2000,Windows,29,3891.12,3456,1080,0,0,232.1038331,Intel Core i9,NVIDIA
HP,14,4,32,Windows,11.5,199.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Dell,17.3,8,512,Windows,11.75,1699.81,1920,1080,0,0,127.3356746,Intel Core i7,Intel 
Dell,15.6,4,320,Windows,5.14,199,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Lenovo,14,16,2048,Windows,7,1699,1920,1200,0,0,161.7253908,AMD Processor,AMD
ASUS,15.6,8,512,Windows,14,963.9260148,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
MSI,15.6,16,512,Windows,4.96,1252.84,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
HP,15.6,16,1000,Windows,3.75,549.99,1920,1080,0,0,141.2119981,Athlon Processor,AMD
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
Lenovo,15.6,8,256,Windows,5.95,664.33,1920,1080,0,0,141.2119981,AMD Processor,AMD
HP,15.6,12,512,Windows,6.74,969.9,1920,1080,1,0,141.2119981,AMD Processor,NVIDIA
HP,14,4,192,Chrome OS,3.5,195.99,1366,768,0,0,111.9352036,Intel Core i3,Intel 
Dell,14,8,256,Windows,2.93,427,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Mavark,18,64,20480,Windows,4.37,8599,2560,1600,1,0,167.7152201,Intel Core i7,NVIDIA
ASUS,13.3,8,512,Windows,2.8,799.99,1920,1080,0,0,165.6321181,Intel Core i5,Intel 
MSI,15.6,32,512,Windows,4.14,2999,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
Dell,13.3,16,512,Windows,2.91,740,1920,1080,0,1,165.6321181,Intel Core i7,Intel 
Dell,14,8,320,Windows,4.44,108.8,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
Lenovo,15.6,8,256,Windows,7.9,963.9260148,1920,1080,0,0,141.2119981,Intel Core i3,Intel 
Dell,15.6,64,2000,Windows,29,3891.12,3456,1080,0,0,232.1038331,Intel Core i9,NVIDIA
HP,14,4,32,Windows,11.5,199.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
Dell,17.3,8,512,Windows,11.75,1699.81,1920,1080,0,0,127.3356746,Intel Core i7,Intel 
Dell,15.6,4,320,Windows,5.14,199,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Lenovo,14,16,2048,Windows,7,1699,1920,1200,0,0,161.7253908,AMD Processor,AMD
ASUS,15.6,8,512,Windows,14,963.9260148,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
Lenovo,14,8,256,Windows,8,993.2,1920,1080,0,0,157.3505121,Intel Core i5,Intel 
ASUS,16,64,1024,Windows,5.07,2035.03,2560,1600,0,0,188.6796226,Intel Core i7,NVIDIA
Lenovo,14,16,512,Windows,3.17,1299,3840,2160,0,1,314.7010243,Intel Core i7,Intel 
Acer,11.6,4,32,Chrome OS,3.52,173.99,1366,768,0,1,135.0942112,Intel Core i7,Intel 
ASUS,13.3,8,512,Windows,2.5,1099,1920,1080,0,0,165.6321181,Intel Core i5,Intel 
HP,17.3,32,1024,Windows,8,1149,1600,900,0,1,106.1130621,Intel Core i7,Intel 
ASUS,15.6,8,512,Windows,3.74,499.96,1920,1080,0,0,141.2119981,AMD Processor,AMD
Lenovo,14,4,64,Chrome OS,0.01,179.99,1366,768,0,0,111.9352036,Intel Core i7,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
MSI,15.6,16,512,Windows,4.96,1252.84,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
LG,17,16,1024,Windows,3.2,1846.99,2560,1600,0,0,177.5808213,Intel Core i7,NVIDIA
Acer,15.6,16,1024,Windows,7,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,NVIDIA
HP,17.3,32,1024,Windows,7.9,963.9260148,1600,900,0,1,106.1130621,Intel Core i7,Intel 
Dell,13.3,16,256,Windows,5,1199,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
Lenovo,15.6,16,512,Windows,6.14,1195.97,1920,1080,0,1,141.2119981,Intel Core i7,Intel 
LG,15.6,16,512,Windows,7,963.9260148,1920,1080,0,0,141.2119981,Intel Core i5,Intel 
HP,15.6,16,512,Windows,5.54,963.9260148,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Dell,14,16,256,Windows,3.6,1713.79,1920,1200,0,0,161.7253908,Intel Core i7,Intel 
LG,16,16,2048,Windows,3.26,2099.99,2560,1600,0,0,188.6796226,Intel Core i7,Intel 
Acer,11.6,8,512,Chrome OS,2.89,479.99,1366,768,0,1,135.0942112,Celeron Processor,Intel 
LG,16,16,1024,Windows,7,1679,2560,1600,0,1,188.6796226,Intel Core i7,Intel 
Lenovo,15.6,4,512,Windows,4.1,466.9,1366,768,0,0,100.4546699,AMD Processor,AMD
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
HP,15.6,16,1256,Windows,4.73,999.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Acer,14,8,512,Windows,2.65,602.48,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
Dell,16,64,2048,Windows,8,1899,1920,1200,0,1,141.509717,Intel Core i7,Intel 
Dell,15.6,8,256,Windows,6.2,1100,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Dell,14,16,512,Windows,2.69,1499,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
Acer,13.5,8,128,Chrome OS,4,679,2256,1504,0,0,200.8425599,Intel Core i5,Intel 
Lenovo,14,4,128,Windows,4.34,205.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
ASUS,11,4,128,Windows,2.65,249.99,1366,768,0,0,142.4629863,Celeron Processor,Intel 
Dell,15.6,32,1024,Windows,3.72,1145,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Lenovo,15.6,16,1024,Windows,4.3,1241.77,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
Dell,13.4,16,512,Windows,4.98,1549,1920,1200,0,1,168.9668262,Intel Core i7,Intel 
Dell,13.3,16,512,Windows,2.47,1538.85,1920,1080,0,0,165.6321181,Intel Core i7,Intel 
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
ROKC,14,12,512,Windows,3.31,469.99,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
HP,15.6,64,2048,Windows,7,963.9260148,1920,1080,0,1,141.2119981,Intel Core i7,Intel 
Fusion5,14.1,4,128,Windows,2.78,963.9260148,1920,1080,0,0,156.2345511,Celeron Processor,Intel 
Dell,15.6,8,256,Windows,4.47,709.99,1366,768,0,0,100.4546699,Intel Core i5,Intel 
HP,11.6,4,32,Windows,3.63,176.47,1920,1080,0,0,189.9057905,Intel Core i7,Intel 
Acer,15.6,16,512,Windows,11,963.9260148,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
HP,14,8,128,Windows,3.24,963.9260148,1920,1080,0,0,157.3505121,Intel Core i3,Intel 
ASUS,15.6,32,2048,Windows,10,2289.99,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
Tocosy,10.1,4,32,Windows,1.87,159.99,800,1280,0,0,149.4492061,Intel Core i7,Intel 
ASUS,13.3,16,1024,Windows,2.65,749.99,3840,2160,0,0,331.2642361,Intel Core i7,Intel 
Dell,15.6,32,512,Windows,3.66,2390.77,1920,1080,0,0,141.2119981,Intel Core i7,NVIDIA
SAMSUNG,12.2,4,512,Chrome OS,11.2,274,1920,1200,0,0,185.5865141,Intel Core i7,Intel 
MSI,16,16,1024,Others/Linux/Mac OS,9.1,1973.74,2560,1600,1,0,188.6796226,Intel Core i9,NVIDIA
Lenovo,15.6,8,64,Chrome OS,5.59,299.99,1920,1080,0,0,141.2119981,Celeron Processor,Intel 
MSI,17.3,16,512,Windows,5.4,1473.89,3840,2160,1,0,254.6713491,Intel Core i7,NVIDIA
ASUS,14,16,1024,Windows,3.08,963.9260148,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
ASUS,11.6,2,32,Windows,3,123,1920,1080,0,0,189.9057905,Intel Core i7,Intel 
Dell,15.6,8,500,Windows,7.15,189.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
MSI,15.6,8,512,Windows,6.78,749,1920,1080,1,0,141.2119981,Intel Core i5,NVIDIA
Lenovo,14,16,500,Windows,2.9,1291.77,1920,1080,0,0,157.3505121,Intel Core i7,Intel 
HP,13.3,8,256,Windows,5.15,579,1920,1080,0,1,165.6321181,Intel Core i5,Intel 
HP,15.6,12,1024,Windows,5.89,709.99,1920,1080,0,1,141.2119981,Intel Core i5,Intel 
Lenovo,14,8,256,Windows,3.49,150,1600,900,0,0,131.1254268,Intel Core i5,Intel 
Lenovo,14,16,512,Windows,5.1,970.22,1920,1080,0,1,157.3505121,AMD Processor,AMD
Lenovo,14,4,128,Windows,3.3,386.99,1920,1080,0,1,157.3505121,Intel Core i3,Intel 
Lenovo,11.6,4,64,Chrome OS,2.64,259,1366,768,0,0,135.0942112,Intel Core i7,Intel 
Toshiba,15.6,12,1024,Windows,4.85,379,1366,768,0,0,100.4546699,Intel Core i7,NVIDIA
Acer,15.6,8,128,Windows,3.64,299.99,1920,1080,0,0,141.2119981,Intel Core i7,Intel 
MSI,15.6,16,512,Windows,4.96,1252.84,1920,1080,1,0,141.2119981,Intel Core i7,NVIDIA
ASUS,14,4,128,Chrome OS,5.16,249.99,1920,1080,0,0,157.3505121,Celeron Processor,Intel 
Acer,14,8,128,Chrome OS,3.42,399.99,1366,768,0,0,111.9352036,Pentium Processor,Intel 
ASUS,14,24,1024,Windows,10,949.99,1920,1080,1,0,157.3505121,AMD Processor,NVIDIA
