Company,Name,Inches,Screen_Resolution,CPU,RAM,Memory,GPU,OpSys,Weights,Price
Acer,"Acer Swift X Laptop Intel Core i7 12th Gen 1260P (2.10GHz) 16GB LPDDR5 1 TB SSD NVIDIA GeForce RTX 3050 Ti Laptop GPU 14.0"" Windows 11 Home SFX14-51G-7003",14,2240 x 1400,Intel Core i7 12th Gen,16.0,1 TB,NVIDIA GeForce RTX 3050 Ti Laptop GPU,Windows 11 Home,5.34,1099.99
Acer,"Acer Swift X Creator Laptop | 14"" Full HD 100% sRGB | AMD Ryzen 5 5600U | NVIDIA RTX 3050 Laptop GPU | 8GB LPDDR4X | 512GB NVMe SSD | Wi-Fi 6 | Backlit Keyboard | Windows 11 Home SFX14-41G-R7YT",14,,AMD Ryzen 5 5000 Series,8.0,512 GB,NVIDIA GeForce RTX 3050 Laptop GPU,Windows 11 Home,3.06,799.99
MSI,"MSI PRESTIGE 14 EVO 14"" FHD+ Ultra Thin and Light Professional Laptop Intel® Core™ i7-13700H Iris Xe 32GB LPDDR5 1TB NVMe SSD Win 11 Pro, B13M-269US",14,1920 x 1200,Intel Core i7 13th Gen,32.0,1 TB,Intel Iris Xe Graphics,Windows 11 Pro,3.53,1499.0
Lenovo,"Lenovo IdeaPad 3 15IAU7 Laptop Intel Core i3 12th Gen 1215U (1.20GHz) 8GB Memory 256 GB PCIe SSD Intel UHD Graphics 15.6"" Windows 11 in S mode 82RK001AUS",15.6,1920 x 1080,Intel Core i3 12th Gen,8.0,256 GB,Intel UHD Graphics,Windows 11,3.59,599.99
MSI,"MSI Laptop Creator Z16 Intel Core i7 11th Gen 11800H (2.30GHz) 16GB Memory 512 GB NVMe SSD NVIDIA GeForce RTX 3060 Laptop GPU 16.0"" Touchscreen Windows 10 Pro 64-bit Creator Z16 A11UET-046",16,2560 x 1600,Intel Core i7 11th Gen,16.0,512 GB,NVIDIA GeForce RTX 3060 Laptop GPU,Windows 10 Pro,5.07,1399.0
MSI,"MSI SUMMIT E14FLIP EVO 14.0"" QHD+ Touch Ultra Thin 2-in-1 Professional Laptop Intel® Core™ i7-1360P Iris Xe 32GB LPDDR5 1TB NVMe SSD Win 11 Pro with MSI Pen, A13MT-268US",14,2880 x 1800,Intel Core i7 13th Gen,32.0,1 TB,Intel Iris Xe Graphics,Windows 11 Pro,3.51,1699.0
ASUS,"ASUS Zenbook 14 Laptop, 14"" WQXGA Display, Intel Core i7-1360P CPU, Intel Iris Xe Graphics, 16GB RAM, 1TB PCIe SSD, Windows 11 Home, Ponder Blue, UX3402VA-DS74",14,2560 x 1600,Intel Core i7 13th Gen,16.0,1 TB,Intel Iris Xe Graphics,Windows 11 Home,2.98,1099.99
MSI,"MSI Modern 14 14"" Ultra Thin and Light Professional Laptop Intel® Core™ i5-1155G7 Iris Xe 16GB 512GB NVMe SSD Win 11 Home, C11M-068US",14,1920 x 1080,Intel Core i5 11th Gen,16.0,512 GB,Intel Iris Xe Graphics,Windows 11 Home,3.75,529.0
XPG,"2021 Newest XPG Xenia 14 Ultrabook, 14"" Full HD 16:10 Display 400nits, 11th Gen Intel Core i7-1165G7 Processor, Intel Iris Xe Graphics, 64GB RAM, 2TB PCIe SSD, Backlit Keyboard, Windows 10 Home, Black",14,,Intel Core i7 11th Gen,64.0,2 TB,Intel Iris Xe Graphics,Windows 10 Home,,1559.0
MSI,"MSI Laptop Intel Core i7 11th Gen 11800H (2.30GHz) 16GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 3060 Laptop GPU 16.0"" Touchscreen Windows 10 Home 64-bit (Free upgrade to Win 11) Creator Z16 A11UET-048",16,2560 x 1600,Intel Core i7 11th Gen,16.0,1 TB,NVIDIA GeForce RTX 3060 Laptop GPU,Windows 10 Home,5.07,1899.0
MSI,"MSI SUMMIT E16 FLIP EVO 16"" QHD+ 165hz Touch Ultra Thin 2-in-1 Professional Laptop Intel® Core™ i7-1360P Iris Xe 32GB LPDDR5 1TB NVMe SSD Win 11 Pro with MSI Pen, A13MT-258US",16,2560 x 1600,Intel Core i7 13th Gen,32.0,1 TB,Intel Iris Xe Graphics,Windows 11 Pro,4.63,1699.0
Lenovo,"Lenovo Laptop IdeaPad Slim 5 AMD Ryzen 7 7000 Series 7730U (2.00GHz) 16GB Memory 512 GB NVMe SSD AMD Radeon Graphics 16.0"" Touchscreen Windows 11 Home 64-bit 82XG0019US",16,1920 x 1200,AMD Ryzen 7 7000 Series,16.0,512 GB,AMD Radeon Graphics,Windows 11 Home,4.16,899.99
XPG,"2021 Newest XPG Xenia 14 Ultrabook, 14"" Full HD 16:10 Display 400nits, 11th Gen Intel Core i7-1165G7 Processor, Intel Iris Xe Graphics, 32GB RAM, 1TB PCIe SSD, Backlit Keyboard, Windows 10 Home, Black",14,,Intel Core i7 11th Gen,32.0,1 TB,Intel Iris Xe Graphics,Windows 10 Home,,1399.0
MSI,"MSI Modern 15 15.6"" Ultra Thin and Light Professional Laptop Intel® Core™ i7-1195G7 Intel® Iris® Xe 16GB DDR4 1TB NVMe SSD Win 11 Home, B11M-024US",15.6,1920 x 1080,Intel Core i7 11th Gen,16.0,1 TB,Intel Iris Xe Graphics,Windows 11 Home,3.52,699.0
SAMSUNG,"SAMSUNG Chromebook 4 Chromebook Intel Celeron N4020 (1.10GHz) 4GB Memory 16 GB SSD 11.6"" Chrome OS XE310XBA-KB1US-B100-BDL",11.6,,Intel Celeron,4.0,16 GB,Intel UHD Graphics 600,Chrome OS,,254.99
LG,"LG GRAM Laptop AMD Ryzen 7 5825U (2.00GHz) 16GB Memory 1 TB PCIe SSD AMD Radeon Graphics 16.0"" Windows 11 Pro 16U70Q-N.APC7U1",16,1920 x 1200,AMD Ryzen 7,16.0,1 TB,AMD Radeon Graphics,Windows 11 Pro,3.52,1019.99
MSI,"MSI PRESTIGE 13 EVO 13.3"" FHD+ Ultra Thin and Light Professional Laptop Intel® Core™ i7-1360P Iris Xe 32GB LPDDR5 1TB NVMe SSD Win 11 Pro, A13M-050US",13.3,1920 x 1200,Intel Core i7 13th Gen,32.0,1 TB,Intel Iris Xe Graphics,Windows 11 Pro,2.18,1499.0
SAMSUNG,"SAMSUNG Laptop Galaxy Book2 Pro Intel Core i5 12th Gen 1240P (1.70GHz) 8GB Memory 512 GB SSD Intel Iris Xe Graphics 15.6"" Windows 11 Home 64-bit NP950XED-KA2US",15.6,1920 x 1080,Intel Core i5 12th Gen,8.0,512 GB,Intel Iris Xe Graphics,Windows 11 Home,,1249.99
HP,"HP 15.6"" Full HD IPS LED Notebook,11th Gen Intel Core i3-1115G4 Dual-Core Processor,8GB DDR4 RAM,512GB SSD,Intel UHD Graphics,Wifi-AC,Bluetooth,USB,HDMI, Windows 10 Pro",15.6,1920 x 1080,Intel Core i3 11th Gen,8.0,512 GB,Intel UHD Graphics,Windows 10 Pro,4.0,461.79
Lenovo,"Lenovo Laptop ThinkBook 15 G4 ABA AMD Ryzen 3 5000 Series 5425U (2.70GHz) 8GB Memory 256 GB PCIe SSD AMD Radeon Graphics 15.6"" Windows 11 Pro 64-bit 21DL000CUS",15.6,1920 x 1080,AMD Ryzen 3 5000 Series,8.0,256 GB,AMD Radeon Graphics,Windows 11 Pro,3.75,833.99
MSI,"MSI Modern 14 14"" Ultra Thin and Light Professional Laptop Intel® Core™ i5-1155G7 Iris Xe 8GB 512GB NVMe SSD Win 11 Pro, C11M-065US",14,1920 x 1080,Intel Core i5 11th Gen,8.0,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,3.75,699.0
MSI,"MSI Modern 14 14"" Ultra Thin and Light Professional Laptop Intel® Core™ i7-1195G7 Iris Xe 8GB 512GB NVMe SSD Win 11 Pro, C11M-064US",14,1920 x 1080,Intel Core i7 11th Gen,8.0,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,3.75,748.99
MSI,"MSI Laptop Prestige 14Evo Intel Core i5 12th Gen 1240P (1.70GHz) 8GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 14.0"" Windows 11 Home 64-bit Comes with 1 Year Microsoft 365 Personal Free Bundle A12M-232",14,1920 x 1080,Intel Core i5 12th Gen,8.0,512 GB,Intel Iris Xe Graphics,Windows 11 Home,3.6,929.0
ASUS,"ASUS VivoBook S 14 OLED Slim Laptop, 14"" 2.8K 16:10 Display, Intel Evo Platform, Intel Core i7-12700H CPU, 16GB RAM, 512GB SSD, Windows 11 Home, Indie Black, K3402ZA-DB74",14,2880 x 1800,Intel Core i7 12th Gen,16.0,512 GB,Intel Iris Xe Graphics,Windows 11 Home,3.31,1068.99
ASUS,"Asus ExpertBook B5 B5302 B5302CEA-XH74 13.3"" Notebook - Full HD - 1920 x 1080 - Intel Core i7 11th Gen i7-1165G7 Quad-core (4 Core) 2.80 GHz - 16 GB RAM - 512 GB SSD - Star Black - Intel Chip - W",13.3,1920 x 1080,,16.0,,Intel Iris Xe Graphics,Windows 10,2.65,1244.99
ASUS,"ASUS Laptop ExpertBook Intel Core i5 11th Gen 1135G7 (2.40GHz) 8GB Memory 256 GB SSD Intel Iris Xe Graphics 15.6"" Windows 10 Pro 64-bit B1500CEA-XH51",15.6,1920 x 1080,Intel Core i5 11th Gen,8.0,256 GB,Intel Iris Xe Graphics,Windows 10 Pro,3.81,855.99
ASUS,"Asus ExpertBook B1 B1400 B1400CEA-XH54 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) 2.40 GHz - 8 GB RAM - 512 GB SSD - Star Black - Intel Chip - Wind",14,1920 x 1080,,8.0,,,Windows 10 Pro,,1099.99
Lenovo,"Lenovo ThinkPad P15v Gen 3 21D80033US 15.6"" Mobile Workstation - Full HD - 1920 x 1080 - Intel Core i7 12th Gen i7-12700H Tetradeca-core (14 Core) 2.30 GHz - 16 GB Total RAM - 512 GB SSD - Black",15.6,1920 x 1080,Intel Core i7 12th Gen,16.0,512 GB,NVIDIA T600,,,1935.99
Microsoft,"Microsoft Surface Pro X Microsoft SQ2 16GB Memory 512 GB SSD Adreno 690 13"" Touchscreen 2880 x 1920 Detachable 2-in-1 Laptop Windows 11 Home on ARM E8R-00001",13,2880 x 1920,Microsoft SQ2,16.0,512 GB,Adreno 690,Windows 11 Home,1.7,1499.99
Lenovo,"Lenovo Laptop ThinkBook 13x G2 IAP Intel Core i5 12th Gen 1235U (1.30GHz) 16GB Memory 512 GB PCIe SSD Intel Iris Xe Graphics 13.3"" Touchscreen Windows 11 Pro 64-bit 21AT000XUS",13.3,2560 x 1600,Intel Core i5 12th Gen,16.0,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,2.65,1394.99
LG,"LG GRAM  Intel Core i7 12th Gen 1260P (2.10GHz) 16GB Memory 1 TB SSD Intel Iris Xe Graphics 16"" 2560 x 1600 Thin and Light 2-in-1 Laptop Windows 11 Pro 16T90Q-K.APB7U1",16,2560 x 1600,Intel Core i7 12th Gen,16.0,1 TB,Intel Iris Xe Graphics,Windows 11 Pro,3.26,1767.99
ASUS,"Asus ExpertBook B1400CEA-XH51 14"" Laptop i5-1135G7 8GB 256GB SSD W10P",14,1920 x 1080,Intel Core i5 11th Gen,8.0,256 GB,Intel Iris Xe Graphics,Windows 10 Pro,3.2,859.99
Microsoft,"Microsoft Surface Pro 9 - Intel Core i7-1255U - 16GB RAM - 256GB SSD - 13"" 120Hz Touchscreen - Windows 11 Home - Intel Evo Platform - QIL-00052 - Forest",13,2880 x 1920,Intel Core i7 12th Gen,16.0,256 GB,Intel Iris Xe Graphics,Windows 11 Home,1.94,1099.99
Microsoft,"Microsoft Surface Laptop 5 - 13.5"" Touchscreen - Intel Core i7-1255U - 16GB RAM - 512GB SSD - Windows 11 Home - Intel Evo Platform - RBG-00051 - Sage",13.5,2256 x 1504,Intel Core i7 12th Gen,16.0,512 GB,Intel Iris Xe Graphics,Windows 11 Home,2.86,1699.99
ASUS,14 Ci7 1165G7 32GB 2TB W10P,14,1920 x 1080,Intel Core i7 11th Gen,32.0,2 TB,Intel Iris Xe Graphics,Windows 10 Pro,2.2,1953.99
TOSHIBA,"Toshiba Dynabook Tecra A40-G Intel Celeron Processor 5205U 1.90 GHz, 14.0"" HD, 4 GB DDR4, 128 GB PCIe NVMe, Intel UHD Graphics, 802.11ax Wireless, Bluetooth, Windows 10 Pro Education",14,1366 x 768,Intel Celeron,4.0,128 GB,Intel HD Graphics,Windows 10 Pro,3.24,299.99
ASUS,ASUS Laptop ZenBook 14X OLED Intel Core i9 12th Gen 12900H (2.50GHz) 32GB Memory 1 TB PCIe SSD Intel Iris Xe Graphics 14'' Touchscreen Windows 11 Pro 64-bit UX5401ZAS-XH99T,14,3840 x 2400,Intel Core i9 12th Gen,32.0,1 TB,Intel Iris Xe Graphics,Windows 11 Pro,3.09,2199.99
Lenovo,"Lenovo ThinkPad X390, 13.3"" FHD IPS  300 nits, i7-8665U,   UHD Graphics, 8GB, 256GB SSD, Win 10 Pro, 3 YR Depot/Carry-in Warranty",13.3,1920 x 1080,Intel Core i7 8th Gen,8.0,256 GB,Intel UHD Graphics,Windows 10,2.8,686.06
DELL,"Dell Inspiron 15.6"" Full HD TouchScreen Laptop,10th Gen Intel Core i5-1035G1,8GB DDR4,256GB SSD,Intel UHD Graphics,Wifi-AC,Bluetooth,HDMI, USB, Windows 10 Pro",15.6,1920 x 1080,Intel Core i5 10th Gen,8.0,256 GB,Intel UHD Graphics 630,Windows 10 Pro,4.0,505.79
HP,"HP 250 G8 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 11th Gen i5-1135G7 Quad-core (4 Core) 2.40 GHz - 16 GB Total RAM - 256 GB SSD - Dark Ash Silver - Intel Chip - Windows 11 Pro - In",15.6,1920 x 1080,Intel Core i5,16.0,256 GB,Intel Iris Xe Graphics,Windows 11 Pro,3.84,599.0
ASUS,"ASUS ZenBook Flip S13 OLED Ultra Slim Laptop, 13.3"" 4K Touch, Intel Evo Platform Core i7-1165G7 CPU, 16GB RAM, 1TB SSD, Thunderbolt4, TPM, Win10 Pro, AI Noise-cancellation, Jade Black, UX371EA-XB76T",13.3,3840 x 2160,Intel Core i7 11th Gen,16.0,1 TB,Intel Iris Xe Graphics,Windows 10 Pro,2.65,1549.99
ASUS,"ASUS VivoBook S 16X Slim Laptop, 16"" WUXGA (1920 x 1200) 16:10 Display, Intel Core i5-12500H CPU, 8GB RAM, 512GB NVMe SSD, Windows 11 Home, Midnight Black, S5602ZA-DB51",16,1920 x 1200,Intel Core i5 12th Gen,8.0,512 GB,Intel Iris Xe Graphics,Windows 11 Home,3.97,864.99
MSI,"MSI CreatorPro M15 Mobile Workstation Intel Core i7 11th Gen 11800H (2.30GHz) 16GB Memory 1 TB NVMe SSD NVIDIA RTX A1000 15.6"" Windows 11 Pro 64-bit CreatorPro M15 A11UIS-843",15.6,1920 x 1080,Intel Core i7 11th Gen,16.0,1 TB,NVIDIA RTX A1000,Windows 11 Pro,4.09,1139.99
Lenovo,"Lenovo IdeaPad 3 Notebook, 14"" FHD Display, Intel Core i5-1035G1 Upto 3.6GHz, 12GB RAM, 256GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro",14,1920 x 1080,Intel Core i5 10th Gen,12.0,256 GB,Intel UHD Graphics,Windows 10 Pro,3.0,536.79
Mobile Workstation,"Lenovo ThinkPad P16 Intel Laptop, 16.0"" IPS  Low Blue Light, i9-12900HX,  RTX, 64GB, 1TB, Win 11 Pro, One YR Onsite Warranty",16,,Intel Core i9 12th Gen,64.0,1 TB,,Windows 11 Pro,6.36,3539.0
ASUS,"ASUS Laptop VivoBook Pro Intel Core i7 12th Gen 12650H (2.30GHz) 32GB Memory 1 TB PCIe SSD NVIDIA GeForce RTX 3060 Laptop GPU 16.0"" Windows 11 Home 64-bit N7601ZM-DB77",16,2560 x 1600,Intel Core i7 12th Gen,32.0,1 TB,NVIDIA GeForce RTX 3060 Laptop GPU,Windows 11 Home,5.07,1699.99
HP,"HP EliteBook 850 G8 15.6"" Laptop i5-1135G7 16GB 256GB SSD Win 10 Pro 3N8P1UT",15,1920 x 1080,Intel Core i5,16.0,256 GB,Intel Iris Xe Graphics,Windows 10 Pro,3.71,1399.0
ASUS,"ASUS ProArt StudioBook 16 OLED Laptop, 16"" 3840x2400 OLED Display, Intel Core i7-12700H, 16GB DDR5 SO-DIMM x2, 1TB + 1TB M.2 NVMe PCIe 4.0 Performance SSD, NVIDIA GeForce RTX 3080 Ti, Windows 11 Home, H7600ZX-DB79, Mineral Black",16,3840 x 2400,Intel Core i7 12th Gen,32.0,2 TB,NVIDIA GeForce RTX 3080 Ti Laptop GPU,Windows 11 Home,5.29,3416.99
DELL,"Dell Inspiron 5620 16"" Full HD+ 1920 x 1200 Notebook,12th Gen Intel Core i7-1255U Processor,16GB DDR4,512GB SSD,Intel Iris Xe Graphics,Wifi-AX,Bluetooth,HDMI,USB Type-C Display,Windows 11 Pro",16,1920 x 1200,Intel Core i7 12th Gen,16.0,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,4.21,849.99
HP,"HP 15.6"" Full HD IPS LED Notebook,11th Gen Intel Core i5-1135G7 Quad-Core Processor,16GB DDR4 RAM,256GB SSD,Intel Iris Xe Graphics,Wifi-AC,Bluetooth,USB,HDMI, Windows 10 Pro",15.6,1920 x 1080,Intel Core i5 11th Gen,16.0,256 GB,Intel Iris Xe Graphics,Windows 10 Pro,4.0,554.79
MSI,"MSI CreatorPro X17 Mobile Workstation Intel Core i7 12th Gen 12800HX (2.00GHz) 32GB Memory 1 TB PCIe SSD NVIDIA RTX A3000 17.3"" 4K / UHD Windows 11 Pro 64-bit CreatorPro X17 A12UKS-060",17.3,3840 x 2160,Intel Core i7 12th Gen,32.0,1 TB,NVIDIA RTX A3000,Windows 11 Pro,6.82,3449.0
ASUS,"ASUS VivoBook 16X Laptop, 16"" 4K OLED Display, Intel Core i7-12700H CPU, Intel Iris Xe Graphics, 16GB RAM, 512GB SSD, Fingerprint Sensor, Windows 11 Home, Quiet Blue, F1603ZA-DS74",16,3840 x 2400,Intel Core i7 12th Gen,16.0,512 GB,Intel Iris Xe Graphics,Windows 11 Home,3.97,1213.99
ASUS,"ASUS ProArt StudioBook 16 OLED Laptop, 16"" 3840x2400 OLED Display, Intel core i7-12700H, 16GB DDR5 SO-DIMM, 1TB + 1TB M.2 NVMe PCIe 4.0 Performance SSD, NVIDIA GeForce RTX 3070 Ti, Windows 11 Home, H7600ZW-DB76, Mineral Black",16,3840 x 2400,Intel Core i7 12th Gen,16.0,2 TB,NVIDIA GeForce RTX 3070 Ti Laptop GPU,Windows 11 Home,5.29,2779.99
Acer,"Acer Laptop Swift X SFX14-51G-71Y1 Intel Core i7 12th Gen 1260P (2.10GHz) 16GB Memory 512 GB NVMe SSD NVIDIA GeForce RTX 3050 Laptop GPU 14.0"" 2.2K Windows 11 Home 64-bit",14,2240 x 1400,Intel Core i7 12th Gen,16.0,512 GB,NVIDIA GeForce RTX 3050 Laptop GPU,Windows 11 Home,3.09,1199.99
Acer,"Acer Laptop Aspire 3 Intel Core i3 11th Gen 1115G4 (3.00GHz) 8GB Memory 256 GB NVMe SSD Intel UHD Graphics 15.6"" Windows 11 in S mode A315-58-35VZ",15.6,1920 x 1080,Intel Core i3 11th Gen,8.0,256 GB,Intel UHD Graphics,Windows 11,3.75,529.99
MSI,"MSI Laptop Prestige 14Evo Intel Core i5 12th Gen 1240P (1.70GHz) 16GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 14.0"" Windows 11 Pro 64-bit Prestige 14Evo A12M-012",14,1920 x 1080,Intel Core i5 12th Gen,16.0,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,3.6,1099.0
MSI,"MSI Summit E16FlipEvo Intel Core i7 12th Gen 1260P (2.10GHz) 16GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 16"" Touchscreen 1920 x 1200 Convertible 2-in-1 Laptop Windows 11 Pro 64-bit Summit E16FlipEvo A12MT-009",16,1920 x 1200,Intel Core i7 12th Gen,16.0,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,4.62,1099.99
MSI,"MSI Summit E14Flip Evo Intel Core i5 12th Gen 1240P (1.70GHz) 16GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 14"" Touchscreen 2880 x 1800 Convertible 2-in-1 Laptop Windows 11 Pro 64-bit A12MT-017",14,2880 x 1800,Intel Core i5 12th Gen,16.0,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,3.61,1049.99
MSI,"MSI Summit E13FlipEvo Intel Core i7 12th Gen 1260P (2.10GHz) 16GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 13.4"" Touchscreen 1920 x 1200 Convertible 2-in-1 Laptop Windows 11 Pro 64-bit Summit E13FlipEvo A12MT-002",13.4,1920 x 1200,Intel Core i7 12th Gen,16.0,512 GB,Intel Iris Xe Graphics,Windows 11 Pro,3.74,1099.99
Lenovo,"Lenovo IdeaPad 3 Chromebook 11IGL05 11.6"" 4GB 32GB Intel Celeron N4020 X2 1.1GHz, Onyx Black - OEM",11.6,1366 x 768,Intel Celeron,4.0,32 GB,Integrated Graphics,Chrome OS,2.66,294.99
MSI,"MSI Laptop Summit E15 Intel Core i7 11th Gen 1185G7 (3.00GHz) 16GB Memory 512 GB NVMe SSD NVIDIA GeForce GTX 1650 Ti Max-Q 15.6"" Touchscreen Windows 10 Pro 64-bit Summit E15 A11SCST-462",15.6,1920 x 1080,Intel Core i7 11th Gen,16.0,512 GB,NVIDIA GeForce GTX 1650 Ti Max-Q,Windows 10 Pro,3.64,1705.99
MSI,"MSI WS 76 Series Mobile Workstation Intel Core i7 11th Gen 11800H (2.30GHz) 32GB Memory 1 TB NVMe SSD NVIDIA RTX A3000 17.3"" Windows 10 Pro 64-bit WS76 11UK-470",17.3,1920 x 1080,Intel Core i7 11th Gen,32.0,1 TB,NVIDIA RTX A3000,Windows 10 Pro,5.39,2499.0
MSI,"MSI Laptop Modern 14 Intel Core i5 11th Gen 1155G7 (2.50GHz) 8GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 14.0"" Windows 10 Home 64-bit Modern 14 B11MOU-496",14,1920 x 1080,Intel Core i5 11th Gen,8.0,512 GB,Intel Iris Xe Graphics,Windows 10 Home,2.62,799.0
MSI,"MSI Laptop Creator Z16P Intel Core i7 12th Gen 12700H (2.30GHz) 32GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 3080 Ti Laptop GPU 16.0"" Touchscreen Windows 11 Pro 64-bit Creator Z16P B12UHST-040",16,2560 x 1600,Intel Core i7 12th Gen,32.0,1 TB,NVIDIA GeForce RTX 3080 Ti Laptop GPU,Windows 11 Pro,6.38,3695.99
MSI,"MSI Laptop Creator Z16P Intel Core i7 12th Gen 12700H (2.30GHz) 32GB Memory 1 TB NVMe SSD NVIDIA GeForce RTX 3080 Laptop GPU 16.0"" Touchscreen Windows 11 Pro 64-bit Creator Z16P B12UHT-041",16,2560 x 1600,Intel Core i7 12th Gen,32.0,1 TB,NVIDIA GeForce RTX 3080 Laptop GPU,Windows 11 Pro,6.38,2349.0
MSI,"MSI Laptop Modern 14 Intel Core i5 11th Gen 1155G7 (2.50GHz) 8GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 14.0"" Windows 11 Home 64-bit Modern 14 B11MOU-1024",14,1920 x 1080,Intel Core i5 11th Gen,8.0,512 GB,Intel Iris Xe Graphics,Windows 11 Home,2.62,799.0
Microsoft,"Microsoft Surface Laptop 4 AMD Ryzen 7 4000 Series 4980U 8 GB LPDDR4X Memory 512 GB SSD AMD Radeon Graphics 15"" PixelSense Touchscreen Windows 10 Home 64-bit - Platinum - 5W6-00001",15,2496 x 1664,AMD Ryzen 7 4000 Series,8.0,512 GB,AMD Radeon Graphics,Windows 10 Home,3.4,1439.99
MSI,"MSI Summit E13FlipEvo Intel Core i5 11th Gen 1155G7 (2.50GHz) 16GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 13.4"" Touchscreen 1920 x 1200 Convertible 2-in-1 Laptop Windows 10 Home 64-bit A11MT-234",13.4,1920 x 1200,Intel Core i5 11th Gen,16.0,512 GB,Intel Iris Xe Graphics,Windows 10 Home,2.98,1099.99
Acer,"Acer Swift X Laptop Intel Core i7 12th Gen 1260P (2.10GHz) 16GB Memory 512 GB PCIe SSD Intel Arc A370M 16.0"" Windows 11 Home 64-bit SFX16-52G-73U6",16,1920 x 1200,Intel Core i7 12th Gen,16.0,512 GB,Intel Arc A370M,Windows 11 Home,3.86,799.99
ASUS,"ASUS VivoBook S 15 Slim Laptop, 15.6"" FHD Display, AMD Ryzen 7 5800H CPU, AMD Radeon Graphics, 16GB RAM, 1TB SSD, Windows 11 Home, Fingerprint Reader, Indie Black, S3502QA-NS77",15.6,1920 x 1080,AMD Ryzen 7 5000 Series,16.0,1 TB,AMD Radeon Graphics,Windows 11 Home,3.75,799.99
MSI,"MSI Modern 14 14"" Ultra Thin and Light Laptop AMD Ryzen 5-7530U UMA 16GB 512GB NVMe SSD Win 11 home, C7M-049US",14,1920 x 1080,AMD Ryzen 5 7000 Series,16.0,512 GB,AMD Radeon Graphics,Windows 11 Home,3.75,499.0
MSI,"MSI Laptop Modern 15 Intel Core i7 12th Gen 1255U (1.70GHz) 16GB Memory 512 GB NVMe SSD Intel Arc A370M 15.6"" Windows 11 Home 64-bit Modern 15 B12HW-001",15.6,1920 x 1080,Intel Core i7 12th Gen,16.0,512 GB,Intel Arc A370M,Windows 11 Home,3.85,699.0
MSI,"MSI Modern 14 Laptop Intel Core i5 12th Gen 1235U (1.30GHz) 8GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 14.0"" Windows 11 Home 64-bit Modern 14 C12M-032",14,1920 x 1080,Intel Core i5 12th Gen,8.0,512 GB,Intel Iris Xe Graphics,Windows 11 Home,2.62,449.0
MSI,"MSI Modern 15 Laptop Intel Core i5 12th Gen 1235U (1.30GHz) 8GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 15.6"" Windows 11 Home 64-bit Modern 15 B12M-014",15.6,1920 x 1080,Intel Core i5 12th Gen,8.0,512 GB,Intel Iris Xe Graphics,Windows 11 Home,3.85,499.0
MSI,"MSI Modern 14 14"" Ultra Thin and Light Laptop AMD Ryzen 7-7730U UMA 16GB 512GB NVMe SSD Win 11 home, C7M-048US",14,1920 x 1080,AMD Ryzen 7 7000 Series,16.0,512 GB,AMD Radeon Graphics,Windows 11 Home,3.75,649.0
LG,"LG GRAM Laptop Intel Core i7 12th Gen 1260P (2.10GHz) 16GB Memory 1 TB PCIe SSD Intel Iris Xe Graphics 16.0"" Windows 11 Pro 16Z90Q-N.APB7U1",16,2560 x 1600,Intel Core i7 12th Gen,16.0,1 TB,Intel Iris Xe Graphics,Windows 11 Pro,2.65,1359.99
LG,"LG GRAM Laptop AMD Ryzen 7 5825U (2.00GHz) 16GB Memory 1 TB PCIe SSD AMD Radeon Graphics 16.0"" Windows 11 Pro 16U70Q-N.APC7U1",16,1920 x 1200,AMD Ryzen 7,16.0,1 TB,AMD Radeon Graphics,Windows 11 Pro,3.52,1019.99
MSI,"MSI Modern 15 Laptop Intel Core i7 12th Gen 1255U (1.70GHz) 16GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 15.6"" Windows 11 Home 64-bit Modern 15 B12M-013",15.6,1920 x 1080,Intel Core i7 12th Gen,16.0,512 GB,Intel Iris Xe Graphics,Windows 11 Home,3.85,899.0
